return_id,entity_id,tax_year,submission_date,filing_status,preparation_method,total_revenue,total_expenses,taxable_profit,tax_liability,tax_credits_claimed,final_tax_due,paid_status
TR-5353D33F,GR0000000250,2024,2025-08-28,Extended,Agent-prepared,11182105.0,9868561.0,1313544.0,303434.58,39459.57,263975.01,Paid
TR-1F341D95,GR0000000251,2022,2023-06-26,On-time,Self-prepared,10392548.52,10080772.06,311776.46,73449.19,14236.7,59212.48,Partial
TR-F0AB901C,GR0000000251,2023,2024-06-26,On-time,Agent-prepared,5961351.08,5782510.55,178840.53,42131.76,8081.21,34050.55,Paid
TR-79EB3093,GR0000000251,2024,2025-06-28,On-time,Self-prepared,5849619.13,5674130.56,175488.57,41342.1,7667.39,33674.71,Paid
TR-4F2047CB,GR0000000252,2022,2023-06-22,On-time,Agent-prepared,50989252.0,44523411.0,6465841.0,1666200.8,308710.38,1357490.42,Paid
TR-256A1473,GR0000000252,2023,2024-06-12,On-time,Self-prepared,82174468.0,73871961.0,8302507.0,2139496.44,439344.53,1700151.91,Paid
TR-2BEBD5D4,GR0000000252,2024,2025-06-18,On-time,Agent-prepared,55080487.0,49452683.0,5627804.0,1450244.68,267017.35,1183227.33,Paid
TR-00625A74,GR0000000253,2022,2023-06-14,On-time,Agent-prepared,85027.0,73881.0,11146.0,2932.02,303.74,2628.28,Paid
TR-F7763701,GR0000000253,2023,2024-06-25,On-time,Agent-prepared,155720.0,130493.0,25227.0,6636.1,628.5,6007.6,Partial
TR-84C1A751,GR0000000253,2024,2025-06-19,On-time,Agent-prepared,153921.0,138441.0,15480.0,4072.1,433.13,3638.97,Paid
TR-1C5349C0,GR0000000254,2022,2023-06-13,On-time,Agent-prepared,74010.0,67452.0,6558.0,1639.4,187.78,1451.62,Paid
TR-5C3A9D60,GR0000000254,2023,2024-06-23,On-time,Self-prepared,97750.0,92727.0,5023.0,1255.67,143.4,1112.27,Paid
TR-704847B4,GR0000000254,2024,2025-06-19,On-time,Agent-prepared,47015.0,44664.25,2350.75,587.65,56.74,530.91,Paid
TR-D2B62008,GR0000000255,2022,2023-06-21,On-time,Self-prepared,2732530.0,2052671.0,679859.0,152576.58,18502.11,134074.47,Paid
TR-768389D8,GR0000000255,2023,2024-06-18,On-time,Agent-prepared,1089313.0,734110.0,355203.0,79716.03,9016.42,70699.6,Paid
TR-04DA1C20,GR0000000255,2024,2025-06-22,On-time,Agent-prepared,1410949.0,1097624.0,313325.0,70317.6,9308.17,61009.43,Paid
TR-ED8059B4,GR0000000256,2022,2023-06-22,On-time,Agent-prepared,1221891.64,1185234.89,36656.75,9498.06,1109.26,8388.8,Paid
TR-DE2176ED,GR0000000256,2023,2024-06-20,On-time,Agent-prepared,484730.52,470188.6,14541.92,3767.93,423.15,3344.77,Paid
TR-DDBD28BF,GR0000000256,2024,2025-06-27,On-time,Agent-prepared,823428.15,798725.3,24702.84,6400.71,776.89,5623.81,Paid
TR-7303F78C,GR0000000257,2022,2023-06-20,On-time,Self-prepared,41771485.0,33445021.0,8326464.0,1876494.6,302988.48,1573506.12,Paid
TR-6548013C,GR0000000257,2023,2024-06-23,On-time,Agent-prepared,38796422.0,31810512.0,6985910.0,1574380.48,219709.86,1354670.63,Paid
TR-00F2D7EC,GR0000000257,2024,2025-06-23,On-time,Agent-prepared,19069410.0,15703430.0,3365980.0,758574.5,108707.02,649867.49,Paid
TR-77D18738,GR0000000258,2022,2023-06-10,On-time,Agent-prepared,1550315.0,1194712.0,355603.0,96828.08,12334.96,84493.12,Paid
TR-86E5AF01,GR0000000258,2023,2024-06-12,On-time,Agent-prepared,1234474.0,942119.0,292355.0,79606.11,9264.7,70341.41,Paid
TR-CC8D96F2,GR0000000258,2024,2025-06-10,On-time,Agent-prepared,1237234.0,955734.0,281500.0,76650.38,9809.75,66840.62,Paid
TR-A06EC5F2,GR0000000259,2022,2023-06-15,On-time,Agent-prepared,628279.0,590607.0,37672.0,8407.07,700.68,7706.39,Paid
TR-56826E2A,GR0000000259,2023,2024-06-20,On-time,Agent-prepared,1317307.0,1195441.0,121866.0,27196.23,2622.9,24573.33,Paid
TR-465A1A2E,GR0000000259,2024,2025-06-19,On-time,Agent-prepared,755510.0,672869.0,82641.0,18442.58,1510.69,16931.9,Paid
TR-0552F44A,GR0000000260,2022,2023-06-17,On-time,Agent-prepared,25981837.0,23772396.0,2209441.0,444245.9,82075.86,362170.05,Paid
TR-791F666E,GR0000000260,2023,2024-06-15,On-time,Agent-prepared,24122653.0,22382125.0,1740528.0,349962.92,74143.41,275819.51,Paid
TR-BDF856EC,GR0000000260,2024,2025-06-19,On-time,Agent-prepared,32816136.0,29931732.0,2884404.0,579958.76,118291.75,461667.01,Paid
TR-B5C420DB,GR0000000261,2022,2023-06-12,On-time,Agent-prepared,4122144.0,3081263.0,1040881.0,244264.1,49115.69,195148.41,Paid
TR-06F1003E,GR0000000261,2023,2024-06-14,On-time,Agent-prepared,3514385.0,2207607.0,1306778.0,306662.29,56494.67,250167.61,Paid
TR-B382ECDC,GR0000000261,2024,2025-06-11,On-time,Agent-prepared,2558973.0,1957151.0,601822.0,141229.89,26381.63,114848.25,Paid
TR-AA3B094D,GR0000000262,2022,2023-06-23,On-time,Agent-prepared,676711.0,637577.0,39134.0,8807.33,1325.75,7481.58,Paid
TR-CBA2AFBF,GR0000000262,2023,2024-06-14,On-time,Agent-prepared,571688.0,520169.0,51519.0,11594.64,1479.0,10115.64,Paid
TR-BE521F29,GR0000000262,2024,2025-06-20,On-time,Agent-prepared,504205.0,477267.0,26938.0,6062.55,872.66,5189.89,Paid
TR-B5BBA0DA,GR0000000263,2022,2023-06-21,On-time,Self-prepared,1042730.0,766896.0,275834.0,77059.57,4460.18,72599.39,Paid
TR-25E1DF9C,GR0000000263,2023,2024-07-19,Extended,Self-prepared,1996571.0,1444563.0,552008.0,154214.13,9293.53,144920.6,Paid
TR-906E59A5,GR0000000263,2024,2025-06-14,On-time,Agent-prepared,1434327.0,1162722.0,271605.0,75878.12,4670.02,71208.1,Partial
TR-450F8D7E,GR0000000264,2022,2023-06-25,On-time,Agent-prepared,1176123.0,1047445.0,128678.0,32137.49,3983.13,28154.36,Paid
TR-1C6AD74B,GR0000000264,2023,2024-06-12,On-time,Agent-prepared,901580.0,775555.0,126025.0,31474.9,4574.09,26900.81,Paid
TR-63A30BA2,GR0000000264,2024,2025-06-10,On-time,Agent-prepared,978165.0,899325.0,78840.0,19690.39,2629.88,17060.51,Paid
TR-10BBB6FE,GR0000000265,2022,2023-06-24,On-time,Agent-prepared,4633215.0,4230792.0,402423.0,106539.58,11199.25,95340.32,Paid
TR-802048B3,GR0000000265,2023,2024-06-23,On-time,Agent-prepared,4811020.0,4552035.0,258985.0,68565.05,6880.65,61684.4,Paid
TR-0FDC3E59,GR0000000265,2024,2025-06-18,On-time,Agent-prepared,4061335.0,3685436.0,375899.0,99517.47,10307.91,89209.56,Paid
TR-F18C7EAD,GR0000000266,2022,2023-06-23,On-time,Self-prepared,22084424.0,20980202.8,1104221.2,306183.75,44077.73,262106.02,Partial
TR-E82A99B7,GR0000000266,2023,2024-07-27,Extended,Agent-prepared,14075842.0,13203692.0,872150.0,241833.93,36032.97,205800.96,Paid
TR-578E71B2,GR0000000266,2024,2025-06-17,On-time,Agent-prepared,12880126.0,11867781.0,1012345.0,280707.88,39314.62,241393.26,Paid
TR-90555341,GR0000000267,2022,2023-06-16,On-time,Agent-prepared,1066527.0,941471.0,125056.0,26988.93,3212.07,23776.85,Paid
TR-930267F4,GR0000000267,2023,2024-06-16,On-time,Agent-prepared,939293.0,866253.0,73040.0,15763.11,1879.5,13883.61,Paid
TR-E2646EDC,GR0000000267,2024,2025-08-26,Extended,Agent-prepared,986148.0,860890.0,125258.0,27032.52,3999.26,23033.27,Paid
TR-75F91A43,GR0000000268,2022,2023-06-19,On-time,Agent-prepared,73429747.0,63441328.0,9988419.0,2552411.17,594339.5,1958071.67,Paid
TR-82BE2FB4,GR0000000268,2023,2024-06-19,On-time,Agent-prepared,85131272.0,76016047.0,9115225.0,2329277.75,462210.87,1867066.88,Paid
TR-4F514CCC,GR0000000268,2024,2025-06-25,On-time,Agent-prepared,70126530.0,60574117.0,9552413.0,2440995.49,540518.68,1900476.8,Paid
TR-07236B01,GR0000000269,2022,2023-06-15,On-time,Agent-prepared,302259.0,283229.0,19030.0,4247.31,406.81,3840.51,Paid
TR-4AEC6131,GR0000000269,2023,2024-06-20,On-time,Agent-prepared,594646.0,557193.0,37453.0,8359.15,808.83,7550.32,Paid
TR-A6BF6627,GR0000000269,2024,2025-06-20,On-time,Agent-prepared,194422.0,174208.0,20214.0,4511.57,459.72,4051.85,Paid
TR-149ADFC2,GR0000000270,2022,2023-08-20,Extended,Agent-prepared,1257834.15,1181127.09,76707.05,20538.42,3401.07,17137.35,Paid
TR-AE9980BF,GR0000000270,2023,2024-06-27,On-time,Agent-prepared,1438128.09,1393410.45,44717.65,11973.21,1943.04,10030.17,Paid
TR-4F18F4EA,GR0000000270,2024,2025-06-23,On-time,Agent-prepared,1153759.33,975188.4,178570.92,47812.61,7699.3,40113.31,Paid
TR-7FBBBA17,GR0000000271,2022,2023-06-20,On-time,Agent-prepared,76779441.87,71238720.24,5540721.63,1265262.03,327236.29,938025.73,Paid
TR-35768D80,GR0000000271,2023,2024-06-23,On-time,Self-prepared,78942444.54,76574171.21,2368273.34,540811.56,130357.15,410454.42,Paid
TR-070D1761,GR0000000271,2024,2025-06-23,On-time,Agent-prepared,53321226.45,51721589.65,1599636.79,365288.1,98794.71,266493.4,Unpaid
TR-EBEB9D67,GR0000000272,2022,2023-06-18,On-time,Agent-prepared,863625.0,817255.0,46370.0,13832.56,1274.35,12558.21,Paid
TR-283D993A,GR0000000272,2023,2024-06-21,On-time,Agent-prepared,1518893.0,1424304.0,94589.0,28216.68,2650.64,25566.04,Paid
TR-8FE25F33,GR0000000272,2024,2025-06-17,On-time,Agent-prepared,752453.0,714830.35,37622.65,11223.15,1238.72,9984.42,Paid
TR-1B825F05,GR0000000273,2022,2023-06-12,On-time,Agent-prepared,48241077.0,43272143.0,4968934.0,989841.38,195690.72,794150.66,Paid
TR-91C5E0D5,GR0000000273,2023,2024-06-10,On-time,Agent-prepared,64622608.0,53527537.0,11095071.0,2210204.53,518889.06,1691315.47,Paid
TR-DBE37C73,GR0000000273,2024,2025-06-14,On-time,Agent-prepared,111688897.0,91346180.0,20342717.0,4052390.95,979921.87,3072469.08,Paid
TR-2FB39BCB,GR0000000274,2022,2023-06-13,On-time,Agent-prepared,83546.0,74852.0,8694.0,2013.17,178.56,1834.61,Paid
TR-519A74C5,GR0000000274,2023,2024-06-15,On-time,Agent-prepared,50547.0,47259.0,3288.0,761.37,63.18,698.18,Paid
TR-04B2FA0C,GR0000000274,2024,2025-06-12,On-time,Agent-prepared,109561.0,96414.0,13147.0,3044.3,234.74,2809.56,Paid
TR-110924AD,GR0000000275,2022,2023-06-27,On-time,Self-prepared,12544286.57,12418843.71,125442.87,32711.93,6915.45,25796.47,Unpaid
TR-7240F234,GR0000000275,2023,2024-06-26,On-time,Agent-prepared,5099127.63,5048136.36,50991.28,13297.07,2883.99,10413.08,Unpaid
TR-5231A7C1,GR0000000275,2024,2025-06-27,On-time,Agent-prepared,2367045.33,2343374.88,23670.45,6172.58,1255.21,4917.37,Unpaid
TR-2E6D0F46,GR0000000276,2022,2023-06-23,On-time,Agent-prepared,1036042.0,953643.0,82399.0,20586.14,2022.11,18564.03,Paid
TR-9601E2EF,GR0000000276,2023,2024-06-17,On-time,Agent-prepared,1255295.0,1127880.0,127415.0,31832.71,3266.83,28565.88,Paid
TR-35AB1082,GR0000000276,2024,2025-07-21,Extended,Agent-prepared,1018192.0,927014.0,91178.0,22779.44,2232.17,20547.28,Paid
TR-FFC0F74D,GR0000000277,2022,2023-06-23,On-time,Agent-prepared,1047818.61,947483.6,100335.01,27302.55,5616.74,21685.81,Paid
TR-C44BC5F5,GR0000000277,2023,2024-06-21,On-time,Agent-prepared,933789.76,854829.67,78960.1,21486.14,4205.37,17280.77,Unpaid
TR-75AA6F78,GR0000000277,2024,2025-06-27,On-time,Agent-prepared,719795.54,676143.34,43652.19,11878.37,2288.89,9589.48,Partial
TR-A77791C2,GR0000000278,2022,2023-06-12,On-time,Agent-prepared,491505.0,448900.0,42605.0,11611.91,1749.33,9862.58,Paid
TR-9BE7CEA5,GR0000000278,2023,2024-06-20,On-time,Agent-prepared,674250.0,616982.0,57268.0,15608.28,2377.04,13231.24,Paid
TR-05F5E4FA,GR0000000278,2024,2025-06-13,On-time,Agent-prepared,403299.0,379076.0,24223.0,6601.93,946.98,5654.95,Paid
TR-99B79B9D,GR0000000279,2022,2023-06-19,On-time,Agent-prepared,15136838.0,13613812.0,1523026.0,354614.4,52393.57,302220.83,Paid
TR-B517BEB1,GR0000000279,2023,2024-06-19,On-time,Agent-prepared,15066320.0,13636123.0,1430197.0,333000.52,45687.35,287313.17,Paid
TR-7FC06F4D,GR0000000279,2024,2025-06-17,On-time,Agent-prepared,16088009.0,14658388.0,1429621.0,332866.41,44300.07,288566.33,Paid
TR-BF61BBDB,GR0000000280,2022,2023-06-18,On-time,Agent-prepared,768588.0,722403.0,46185.0,10380.86,1745.15,8635.7,Paid
TR-0B090805,GR0000000280,2023,2024-06-16,On-time,Agent-prepared,707126.0,647164.0,59962.0,13477.47,1882.18,11595.29,Paid
TR-7B468072,GR0000000280,2024,2025-06-15,On-time,Self-prepared,601272.0,571208.4,30063.6,6757.3,1066.7,5690.6,Paid
TR-8E263A99,GR0000000281,2022,2023-06-20,On-time,Agent-prepared,1880889.77,1824463.08,56426.69,11374.95,1457.8,9917.15,Paid
TR-021FA458,GR0000000281,2023,2024-06-27,On-time,Agent-prepared,2982302.13,2892833.07,89469.06,18035.89,2161.53,15874.36,Partial
TR-728F133C,GR0000000281,2024,2025-06-29,On-time,Self-prepared,2751648.0,2669098.56,82549.44,16640.98,2229.69,14411.29,Paid
TR-BE8BED39,GR0000000282,2022,2023-06-17,On-time,Agent-prepared,9119106.0,7864405.0,1254701.0,318364.54,58692.13,259672.41,Partial
TR-45C1A76E,GR0000000282,2023,2024-06-24,On-time,Agent-prepared,10118309.0,9070277.0,1048032.0,265924.89,44016.42,221908.47,Paid
TR-45F527FC,GR0000000282,2024,2025-06-15,On-time,Agent-prepared,9605734.0,8178638.0,1427096.0,362107.6,66068.77,296038.83,Paid
TR-6611AE74,GR0000000283,2022,2023-06-21,On-time,Agent-prepared,312782.82,303399.34,9383.48,2608.52,333.95,2274.57,Partial
TR-9D017A25,GR0000000283,2023,2024-06-22,On-time,Self-prepared,310684.51,301363.98,9320.54,2591.02,318.64,2272.38,Paid
TR-DB63184D,GR0000000283,2024,2025-08-19,Extended,Agent-prepared,76684.07,73393.06,3291.01,914.87,108.45,806.42,Paid
TR-7BA808E5,GR0000000284,2022,2023-06-12,On-time,Agent-prepared,969048.0,848112.0,120936.0,26923.48,2797.81,24125.67,Paid
TR-03F64B64,GR0000000284,2023,2024-06-19,On-time,Agent-prepared,605576.0,535606.0,69970.0,15577.13,1330.49,14246.64,Paid
TR-C9092C57,GR0000000284,2024,2025-06-16,On-time,Agent-prepared,520746.0,451701.0,69045.0,15371.2,1655.23,13715.97,Paid
TR-F6EA1090,GR0000000285,2022,2023-06-23,On-time,Agent-prepared,83807036.0,56727196.0,27079840.0,6674222.1,1158694.53,5515527.57,Partial
TR-10BEA810,GR0000000285,2023,2024-06-24,On-time,Self-prepared,60078512.0,42570871.0,17507641.0,4315013.84,798032.1,3516981.74,Paid
TR-916A75DA,GR0000000285,2024,2025-06-10,On-time,Agent-prepared,38109153.0,26919180.0,11189973.0,2757932.29,452607.67,2305324.61,Paid
TR-630E9BB9,GR0000000286,2024,2025-06-14,On-time,Agent-prepared,114234.0,100234.0,14000.0,3630.83,381.89,3248.93,Paid
TR-84136280,GR0000000287,2022,2023-06-24,On-time,Agent-prepared,3465369.0,2612466.0,852903.0,208517.26,38822.79,169694.47,Paid
TR-923D9909,GR0000000287,2023,2024-06-24,On-time,Agent-prepared,1955253.0,1471922.0,483331.0,118164.5,21205.3,96959.2,Paid
TR-834C165D,GR0000000287,2024,2025-06-12,On-time,Agent-prepared,2215550.0,1426984.0,788566.0,192788.19,31667.06,161121.13,Paid
TR-95A0CF15,GR0000000288,2022,2023-06-26,On-time,Agent-prepared,406284.16,324470.03,81814.13,24118.36,3353.12,20765.25,Partial
TR-FFC144A1,GR0000000288,2023,2024-08-20,Extended,Self-prepared,234709.88,207303.56,27406.32,8079.23,1075.72,7003.52,Paid
TR-0E5C8F22,GR0000000288,2024,2025-06-25,On-time,Agent-prepared,255434.58,235409.47,20025.11,5903.3,877.25,5026.05,Partial
TR-755C98C7,GR0000000289,2022,2023-06-23,On-time,Agent-prepared,14804176.0,13575884.0,1228292.0,325426.76,73208.57,252218.19,Paid
TR-D73582B6,GR0000000289,2023,2024-06-24,On-time,Self-prepared,21486552.0,18911460.0,2575092.0,682251.32,157371.49,524879.82,Paid
TR-E3AD8618,GR0000000289,2024,2025-06-25,On-time,Agent-prepared,32933340.0,28419765.0,4513575.0,1195837.85,275181.04,920656.81,Partial
TR-D93369B5,GR0000000290,2022,2023-06-14,On-time,Agent-prepared,2485998.0,2203575.0,282423.0,74394.65,7068.88,67325.78,Paid
TR-DD30CB2E,GR0000000290,2023,2024-06-19,On-time,Agent-prepared,1950799.0,1826976.0,123823.0,32616.92,3023.6,29593.32,Paid
TR-B6AAAB72,GR0000000290,2024,2025-06-12,On-time,Agent-prepared,2546426.0,2288344.0,258082.0,67982.85,5294.06,62688.79,Paid
TR-014EE7DF,GR0000000291,2022,2023-06-29,On-time,Self-prepared,156811.41,152107.07,4704.34,1282.76,147.07,1135.68,Paid
TR-008DCC45,GR0000000291,2023,2024-06-26,On-time,Agent-prepared,95933.34,93055.34,2878.0,784.76,101.4,683.36,Partial
TR-7E0B5CED,GR0000000291,2024,2025-06-25,On-time,Agent-prepared,85002.8,80529.03,4473.77,1219.89,148.81,1071.08,Paid
TR-C883F1F9,GR0000000292,2022,2023-06-23,On-time,Self-prepared,579745.22,502131.56,77613.65,21843.64,3246.72,18596.92,Paid
TR-5A53D788,GR0000000292,2023,2024-06-27,On-time,Self-prepared,160817.29,149369.78,11447.51,3221.8,447.28,2774.51,Paid
TR-6E61BC5F,GR0000000292,2024,2025-06-29,On-time,Agent-prepared,216151.85,193547.99,22603.86,6361.65,917.71,5443.94,Paid
TR-DFE789C3,GR0000000293,2022,2023-06-21,On-time,Self-prepared,6663829.0,5914110.0,749719.0,178587.81,18901.53,159686.28,Paid
TR-0B0D0639,GR0000000293,2023,2024-06-25,On-time,Self-prepared,8812485.0,8051673.0,760812.0,181230.23,19425.43,161804.81,Paid
TR-A4BCE383,GR0000000293,2024,2025-06-12,On-time,Agent-prepared,5251372.0,4642322.0,609050.0,145079.56,15932.0,129147.56,Paid
TR-1C487994,GR0000000294,2022,2023-06-13,On-time,Agent-prepared,1704133.0,1576085.0,128048.0,29974.17,2317.89,27656.28,Paid
TR-7A0B103D,GR0000000294,2023,2024-06-18,On-time,Agent-prepared,1698053.0,1578456.0,119597.0,27995.91,2427.19,25568.72,Paid
TR-72E80385,GR0000000294,2024,2025-09-23,Extended,Self-prepared,1283373.0,1187137.0,96236.0,22527.44,1886.54,20640.91,Paid
TR-E59DB9BD,GR0000000295,2022,2023-06-12,On-time,Agent-prepared,135843.0,125407.0,10436.0,3015.66,254.69,2760.97,Paid
TR-8BA33E4F,GR0000000295,2023,2024-06-10,On-time,Agent-prepared,61799.0,58467.0,3332.0,962.84,102.85,859.99,Paid
TR-606E1C23,GR0000000295,2024,2025-06-25,On-time,Agent-prepared,87190.0,82532.0,4658.0,1346.01,121.93,1224.07,Paid
TR-25A9B95B,GR0000000296,2022,2023-06-11,On-time,Agent-prepared,1091789.0,989415.0,102374.0,21073.19,2495.13,18578.06,Paid
TR-C42435AE,GR0000000296,2023,2024-06-23,On-time,Self-prepared,1140050.0,1000629.0,139421.0,28699.13,3847.85,24851.29,Paid
TR-E9318376,GR0000000296,2024,2025-06-17,On-time,Agent-prepared,886658.0,826895.0,59763.0,12301.92,1551.93,10749.99,Paid
TR-544DBD97,GR0000000297,2022,2023-06-12,On-time,Agent-prepared,5547247.0,4352299.0,1194948.0,313118.1,33810.17,279307.94,Paid
TR-47A465AB,GR0000000297,2023,2024-06-18,On-time,Self-prepared,8442595.0,5851547.0,2591048.0,678945.06,82503.59,596441.47,Paid
TR-3632DEB4,GR0000000297,2024,2025-06-25,On-time,Agent-prepared,4138869.0,2777040.0,1361829.0,356846.75,38906.41,317940.35,Paid
TR-729714A0,GR0000000298,2022,2023-06-19,On-time,Agent-prepared,196955.0,145441.0,51514.0,12181.25,1286.14,10895.11,Paid
TR-C085DB79,GR0000000298,2023,2024-06-17,On-time,Agent-prepared,165469.0,128639.0,36830.0,8709.0,918.18,7790.82,Paid
TR-D8FEA218,GR0000000298,2024,2025-06-16,On-time,Agent-prepared,284706.0,211375.0,73331.0,17340.2,2009.05,15331.15,Paid
TR-E827AE11,GR0000000299,2022,2023-06-29,On-time,Self-prepared,141727.2,140309.93,1417.27,353.08,27.82,325.26,Unpaid
TR-DBB5B8D3,GR0000000299,2023,2024-06-27,On-time,Self-prepared,250580.75,248074.94,2505.81,624.26,51.21,573.05,Unpaid
TR-79051E20,GR0000000299,2024,2025-06-26,On-time,Self-prepared,190402.87,188498.84,1904.03,474.34,39.33,435.01,Unpaid
TR-7551E4D6,GR0000000300,2022,2023-06-16,On-time,Agent-prepared,95980792.0,84261755.0,11719037.0,2809868.56,559833.81,2250034.75,Paid
TR-BDE98BC6,GR0000000300,2023,2024-06-15,On-time,Self-prepared,83854558.0,73423464.0,10431094.0,2501059.01,514813.53,1986245.48,Paid
TR-A4540745,GR0000000300,2024,2025-06-16,On-time,Agent-prepared,70004698.0,58191779.0,11812919.0,2832378.61,519486.05,2312892.56,Paid
TR-B584221A,GR0000000301,2022,2023-06-20,On-time,Agent-prepared,18701508.45,18140463.2,561045.25,123358.99,25946.87,97412.12,Unpaid
TR-C1DED99C,GR0000000301,2023,2024-09-23,Extended,Agent-prepared,21446525.61,20399227.67,1047297.95,230273.08,46504.86,183768.22,Paid
TR-ED3A702F,GR0000000301,2024,2025-06-27,On-time,Agent-prepared,24106478.9,23383284.54,723194.37,159011.28,32871.26,126140.03,Paid
TR-7C5DD122,GR0000000302,2022,2023-06-17,On-time,Agent-prepared,1090896.0,776184.0,314712.0,87243.3,15878.87,71364.43,Paid
TR-332170FD,GR0000000302,2023,2024-06-20,On-time,Agent-prepared,1245507.0,960040.0,285467.0,79136.11,15750.0,63386.11,Paid
TR-1FA0B64F,GR0000000302,2024,2025-06-17,On-time,Agent-prepared,1235407.0,832326.0,403081.0,111740.63,21946.89,89793.74,Paid
TR-5379261E,GR0000000303,2022,2023-06-10,On-time,Agent-prepared,1896986.0,1480540.0,416446.0,92672.81,11767.47,80905.34,Partial
TR-9BA45DC4,GR0000000303,2023,2024-06-15,On-time,Agent-prepared,1668150.0,1335292.0,332858.0,74071.76,9266.15,64805.61,Paid
TR-4F5589DC,GR0000000303,2024,2025-06-16,On-time,Agent-prepared,2584120.0,2049637.0,534483.0,118939.89,14894.3,104045.59,Paid
TR-0C67F43E,GR0000000304,2022,2023-06-13,On-time,Agent-prepared,7986451.0,7365454.0,620997.0,130850.42,17974.12,112876.3,Paid
TR-408B0BD3,GR0000000304,2023,2024-06-15,On-time,Self-prepared,16480151.0,15555812.0,924339.0,194767.69,28994.8,165772.88,Paid
TR-B32C2A03,GR0000000304,2024,2025-06-17,On-time,Self-prepared,17563160.0,15887677.0,1675483.0,353041.42,55987.65,297053.77,Paid
TR-BD79F011,GR0000000305,2022,2023-07-24,Extended,Agent-prepared,3104350.0,2819869.0,284481.0,66741.31,7103.02,59638.3,Paid
TR-E940BF15,GR0000000305,2023,2024-06-21,On-time,Self-prepared,4443250.0,4142319.0,300931.0,70600.6,6943.26,63657.34,Partial
TR-241213A8,GR0000000305,2024,2025-06-14,On-time,Self-prepared,1849477.0,1675886.0,173591.0,40725.71,4401.11,36324.6,Paid
TR-8C455A84,GR0000000306,2022,2023-06-10,On-time,Agent-prepared,11693959.0,10684599.0,1009360.0,236581.07,27984.65,208596.42,Paid
TR-FA77377F,GR0000000306,2023,2024-06-14,On-time,Agent-prepared,14248932.0,12941180.0,1307752.0,306520.33,36252.14,270268.19,Paid
TR-6FF35A1F,GR0000000306,2024,2025-06-25,On-time,Agent-prepared,10697909.0,9569477.0,1128432.0,264490.02,31498.77,232991.25,Paid
TR-34D0716E,GR0000000307,2022,2023-06-15,On-time,Agent-prepared,70555984.0,45605199.0,24950785.0,6082332.9,683632.88,5398700.01,Paid
TR-E8A12279,GR0000000307,2023,2024-06-24,On-time,Agent-prepared,63045509.0,36198540.0,26846969.0,6544571.75,781080.29,5763491.46,Paid
TR-9BCA5E99,GR0000000307,2024,2025-06-25,On-time,Agent-prepared,60619558.0,40307166.0,20312392.0,4951616.95,644561.7,4307055.25,Paid
TR-2DEFF6A0,GR0000000308,2022,2023-06-28,On-time,Agent-prepared,6076760.18,6015992.58,60767.6,12076.84,3228.24,8848.6,Paid
TR-5110F96A,GR0000000308,2023,2024-06-30,On-time,Self-prepared,5594921.43,5538972.21,55949.21,11119.24,3088.34,8030.9,Unpaid
TR-75425920,GR0000000308,2024,2025-09-25,Extended,Agent-prepared,3499066.96,3464076.29,34990.67,6953.98,1960.6,4993.38,Partial
TR-40F7E83D,GR0000000309,2022,2023-06-18,On-time,Agent-prepared,19959587.0,16685125.0,3274462.0,610178.91,117247.09,492931.82,Paid
TR-F63335B0,GR0000000309,2023,2024-09-18,Extended,Agent-prepared,20893508.0,17704042.0,3189466.0,594340.35,106760.35,487580.0,Paid
TR-72CD3A3B,GR0000000309,2024,2025-06-10,On-time,Agent-prepared,14201791.0,12420181.0,1781610.0,331993.73,55354.52,276639.21,Paid
TR-0DC860B8,GR0000000310,2022,2023-08-26,Late,Self-prepared,273317.0,239164.0,34153.0,9019.28,776.87,8242.41,Paid
TR-B70260D8,GR0000000310,2023,2024-06-10,On-time,Self-prepared,340514.0,304600.0,35914.0,9484.33,868.2,8616.13,Paid
TR-5DDB714C,GR0000000310,2024,2025-06-19,On-time,Self-prepared,149802.0,127014.0,22788.0,6017.96,465.93,5552.02,Paid
TR-AF5DFBFA,GR0000000311,2022,2023-06-17,On-time,Agent-prepared,485500.0,451391.0,34109.0,9742.74,1013.42,8729.32,Paid
TR-F5FB7A5B,GR0000000311,2023,2024-06-17,On-time,Agent-prepared,442756.0,405780.0,36976.0,10561.65,926.49,9635.17,Paid
TR-F7573EFE,GR0000000311,2024,2025-06-25,On-time,Agent-prepared,437138.0,415281.1,21856.9,6243.1,644.65,5598.45,Paid
TR-FC82A4FC,GR0000000312,2022,2023-06-16,On-time,Agent-prepared,3072346.0,2276272.0,796074.0,216556.79,14619.36,201937.42,Paid
TR-A247ACF4,GR0000000312,2023,2024-06-20,On-time,Self-prepared,1628192.0,1265881.0,362311.0,98559.82,5842.46,92717.36,Partial
TR-C71ECBF3,GR0000000312,2024,2025-06-18,On-time,Agent-prepared,2285728.0,1816916.0,468812.0,127531.39,7152.84,120378.55,Paid
TR-82F8A7E5,GR0000000313,2022,2023-06-18,On-time,Agent-prepared,2130267.0,1565167.0,565100.0,138544.58,14219.36,124325.22,Paid
TR-5D4B4CC3,GR0000000313,2023,2024-06-23,On-time,Agent-prepared,1748842.0,1312523.0,436319.0,106971.57,9958.14,97013.43,Paid
TR-C35BD68B,GR0000000313,2024,2025-06-20,On-time,Agent-prepared,1181453.0,773736.0,407717.0,99959.27,9130.37,90828.89,Paid
